AIM_OF_USE,RESOURCE_TYPE,OS_HOSTNAME,OS_IP_ADDRESS,VM_GUESTNAME,LOGICALY_HOSTED_ON,CHASSIS_NAME,CONSOLE_IP,CONSOLE_ACCESS_PROTOCOL,OS_TYPE,OS_TOTAL_CORE,OS_MEM_GB,OS_RELEASE,DR_HOSTNAME,INSTALL_DATE,OS_CLUSTER,CLUSTER_SW_INFO,CLUSTER_SW_VERSION,CLUSTER_SERVICE_IP,VF_SERVICE_DOMAIN,VF_SERVICE_NAME,VF_SERVICE_CLASS,VF_SERVICE_OWNER,OS_ADMIN,BIA_IN_SCOPE,ROW_ID,INSERT_DATE,MANAGED_BY_IT,MAXIMO_OWNER_GROUP,LIFECYCLE,COMMENTS
DR,VIRTUAL,mccmdfar14,10.86.130.134,mccmdfar14,GZM_MOBILE_DR_LIN_01,GZM_MOBILE_DR_LIN_01,172.30.34.135,vsphere client,LINUX,32,64,rhel 7.9_x86_64,,8-Dec-23,no,,,,IT,TR_PEGA MARKETING,,Cavit Onan,Murat Sari,,,8-Dec-23,yes,,,
DR,VIRTUAL,mccmdfar15,10.86.130.130,mccmdfar15,GZM_MOBILE_DR_LIN_01,GZM_MOBILE_DR_LIN_01,172.30.34.135,vsphere client,LINUX,32,64,rhel 7.9_x86_64,,8-Dec-23,no,,,,IT,TR_PEGA MARKETING,,Cavit Onan,Murat Sari,,,8-Dec-23,yes,,,
TEST,VIRTUAL,mccmkfkat05,10.86.130.214,mccmkfkat05,GZM_MOBILE_DR_LIN_01,GZM_MOBILE_DR_LIN_01,172.30.34.135,vsphere client,LINUX,24,64,rhel 7.9_x86_64,,8-Dec-23,no,,,,IT,TR_PEGA MARKETING,,Ertun Ucyildiz,Murat Sari,,,8-Dec-23,yes,,,
PREPROD,VIRTUAL,premccdb05,172.31.70.150,premccdb05,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,16,64,rhel 7.9_x86_64,,8-Dec-23,no,,,,IT,TR_PEGA MARKETING,,Cavit Onan,Murat Sari,,,8-Dec-23,yes,,,
TEST,VIRTUAL,mccmad04,172.31.71.13,mccmad04,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,16,64,rhel 7.9_x86_64,,8-Dec-23,no,,,,IT,TR_PEGA MARKETING,,Ertun Ucyildiz,Onur Onan,,,8-Dec-23,yes,,,
PREPROD,VIRTUAL,premccdb04,172.31.71.14,premccdb04,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,16,64,rhel 7.9_x86_64,,8-Dec-23,no,,,,IT,TR_PEGA MARKETING,,Cavit Onan,Murat Sari,,,8-Dec-23,yes,,,
TEST,VIRTUAL,drccasdb4,172.31.61.200,drccasdb4,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,24,64,rhel 7.9_x86_64,,8-Dec-23,no,,,,IT,TR_PEGA MARKETING,,Cavit Onan,Saadet Dingec,,,8-Dec-23,yes,,,
TEST,VIRTUAL,drccasdb3,172.31.71.16,drccasdb3,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,24,64,rhel 7.9_x86_64,,8-Dec-23,no,,,,IT,TR_PEGA MARKETING,,Cavit Onan,Saadet Dingec,,,8-Dec-23,yes,,,
TEST,VIRTUAL,drccasdb2,172.31.71.17,drccasdb2 ,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,24,64,rhel 7.9_x86_64,,8-Dec-23,no,,,,IT,TR_PEGA MARKETING,,Cavit Onan,Saadet Dingec,,,8-Dec-23,yes,,,
PREPROD,VIRTUAL,premccdb06,172.31.71.209,premccdb06,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,16,64,rhel 7.9_x86_64,,8-Dec-23,no,,,,IT,TR_PEGA MARKETING,,Cavit Onan,Murat Sari,,,8-Dec-23,yes,,,
PRODUCTION,VIRTUAL,mccmkfkap5,10.86.69.130,mccmkfkap5,EsyEsxProd_Linux_02,EsyEsxProd_Linux_02,10.86.14.60,vsphere client,LINUX,24,64,rhel 7.9_x86_64,,8-Dec-23,no,,,,IT,TR_PEGA MARKETING,,Cavit Onan,Murat Sari,,,8-Dec-23,yes,,,
DR,VIRTUAL,berserkdrc01,10.101.98.2,berserkdrc-ng,s72pur01-pri,s72pur01,10.86.232.20,vcc,SOLARIS,2,64,11.4s,,13-Dec-23,no,,,,VFNET,VFNET,,Alpaslan Bodur,Murat Gokmen,,2003,13-Dec-23,yes,VFNET-BILL,,
PRODUCTION,PHYSICAL,bigdpasdp079,10.86.85.209,bigdpasdp079,na,na,10.86.116.81,https,LINUX,na,na,rhel 7.9,,13-Dec-23,no,,,,IT,Hadoop Big Data,,Mehmet Kurt,Murat Cavli,,,5-Dec-23,yes,,,
PRODUCTION,PHYSICAL,bigdpasdp080,10.86.85.210,bigdpasdp080,na,na,10.86.116.82,https,LINUX,na,na,rhel 7.9,,13-Dec-23,no,,,,IT,Hadoop Big Data,,Mehmet Kurt,Murat Cavli,,,5-Dec-23,yes,,,
PRODUCTION,PHYSICAL,bigdpasdp081,10.86.85.211,bigdpasdp081,na,na,10.86.116.83,https,LINUX,na,na,rhel 7.9,,13-Dec-23,no,,,,IT,Hadoop Big Data,,Mehmet Kurt,Murat Cavli,,,5-Dec-23,yes,,,
PRODUCTION,PHYSICAL,bigdpasdp082,10.86.85.212,bigdpasdp082,na,na,10.86.116.84,https,LINUX,na,na,rhel 7.9,,13-Dec-23,no,,,,IT,Hadoop Big Data,,Mehmet Kurt,Murat Cavli,,,5-Dec-23,yes,,,
PRODUCTION,PHYSICAL,bigdpasdp083,10.86.85.213,bigdpasdp083,na,na,10.86.116.85,https,LINUX,na,na,rhel 7.9,,13-Dec-23,no,,,,IT,Hadoop Big Data,,Mehmet Kurt,Murat Cavli,,,5-Dec-23,yes,,,
PRODUCTION,PHYSICAL,bigdpasdp084,10.86.85.214,bigdpasdp084,na,na,10.86.116.86,https,LINUX,na,na,rhel 7.9,,13-Dec-23,no,,,,IT,Hadoop Big Data,,Mehmet Kurt,Murat Cavli,,,5-Dec-23,yes,,,
PRODUCTION,PHYSICAL,bigdpasdp085,10.86.85.215,bigdpasdp085,na,na,10.86.116.87,https,LINUX,na,na,rhel 7.9,,13-Dec-23,no,,,,IT,Hadoop Big Data,,Mehmet Kurt,Murat Cavli,,,5-Dec-23,yes,,,
PRODUCTION,PHYSICAL,bigdpasdp086,10.86.85.216,bigdpasdp086,na,na,10.86.116.88,https,LINUX,na,na,rhel 7.9,,13-Dec-23,no,,,,IT,Hadoop Big Data,,Mehmet Kurt,Murat Cavli,,,5-Dec-23,yes,,,
TEST,VIRTUAL,rtbcau1,172.31.70.2,rtbcau1,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,4,64,rhel 8.8,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rtbcau2,172.31.70.126,rtbcau2,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,4,64,rhel 8.8,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rtbcau4,172.31.70.69,rtbcau4,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,8,64,rhel 8.8,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rtbcau5,172.31.70.70,rtbcau5,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,12,64,rhel 6.10,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rtbcau6,172.31.70.103,rtbcau6,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,12,64,rhel 6,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rtbcab1,172.31.71.3,rtbcab1,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,8,64,rhel 8.8,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rtbcas1,172.31.71.4,rtbcas1,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,2,64,rhel 6.6,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rtbcax2,10.86.140.4,rtbcax2,GZM_MOBILE_DR_LIN_01,GZM_MOBILE_DR_LIN_01,172.30.34.135,vsphere client,LINUX,10,64,rhel 8.8,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rtbcax3,10.86.140.5,rtbcax3,GZM_MOBILE_DR_LIN_01,GZM_MOBILE_DR_LIN_01,172.30.34.135,vsphere client,LINUX,10,64,rhel 8.8,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rtbcat1,172.31.70.224,rtbcat09,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,4,64,rhel 8.8,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rtbcat2,172.31.71.7,rtbcat2,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,4,64,rhel 7.9,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rtbcat3,172.31.71.8,rtbcat3,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,4,64,rhel 7.9,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rtbcat4,172.31.71.12,rtbcat4,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,4,64,rhel 7.9,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rtbcat5,172.31.71.15,rtbcat5,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,4,64,rhel 8.8,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rtbcat6,172.31.71.18,rtbcat6,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,4,64,rhel 8.8,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rtbcat7,172.31.71.19,rtbcat7,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,4,64,rhel 8.8,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rtbcat8,172.31.71.20,rtbcat8,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,4,64,rhel 8.8,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rtbcat9,172.31.71.21,rtbcat9,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,4,64,rhel 8.8,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rtbcat10,172.31.71.22,rtbcat10,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,4,64,rhel 8.8,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rosmai1,172.31.71.23,rosmai1,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,4,64,rhel 7.9,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rosmai2,172.31.71.24,rosmai2,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,4,64,rhel 7.9,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rosmau1,172.31.71.25,rosmau1,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,8,64,rhel 7.9,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rosmau2,172.31.71.26,rosmau2,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,8,64,rhel 7.9,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rosmau3,172.31.71.27,rosmau3,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,4,64,rhel 7.9,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rosmau4,172.31.71.28,rosmau4,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,4,64,rhel 7.9,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rosmab1,172.31.71.29,rosmab1,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,4,64,rhel 7.9,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rosmas1,172.31.71.30,rosmas1,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,2,64,rhel 7.9,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rosmas2,172.31.71.31,rosmas2,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,2,64,rhel 7.9,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rosmai3,172.31.71.32,rosmai3,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,4,64,rhel 7.9,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rosmai4,172.31.71.33,rosmai4,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,4,64,rhel 7.9,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,rosmai5,172.31.71.34,rosmai5,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,4,64,rhel 7.9,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,eduncolax01,10.86.140.6,eduncolax01,GZM_MOBILE_DR_LIN_01,GZM_MOBILE_DR_LIN_01,172.30.34.135,vsphere client,LINUX,12,64,rhel 7.9,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
TEST,VIRTUAL,eduncolax02,10.86.140.7,eduncolax02,GZM_MOBILE_DR_LIN_01,GZM_MOBILE_DR_LIN_01,172.30.34.135,vsphere client,LINUX,12,64,rhel 7.9,,14-Dec-23,no,,,,IT,Tibco Application Test Server,,Ertun Ucyildiz,Onur Onan,,,14-Dec-23,yes,,,
PRODUCTION,VIRTUAL,pndbp4,10.87.211.36,pndbp4,VAS_PSK_LINUX,VAS_PSK_LINUX,10.177.234.8,vsphere client,LINUX,16,64,rhel 7.9_x86_64,,18-Dec-23,no,,,,IT,TR_NOTIFICATION CENTER,,Cavit Onan,Saadet Dingec,,,18-Dec-23,yes,,,
PRODUCTION,VIRTUAL,pndbp5,10.87.211.37,pndbp5,VAS_PSK_LINUX,VAS_PSK_LINUX,10.177.234.8,vsphere client,LINUX,16,64,rhel 7.9_x86_64,,18-Dec-23,no,,,,IT,TR_NOTIFICATION CENTER,,Cavit Onan,Saadet Dingec,,,18-Dec-23,yes,,,
PRODUCTION,VIRTUAL,pndbp6,10.86.130.117,pndbp6,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,LINUX,16,64,rhel 7.9_x86_64,,18-Dec-23,no,,,,IT,TR_NOTIFICATION CENTER,,Cavit Onan,Saadet Dingec,,,18-Dec-23,yes,,,
PRODUCTION,VIRTUAL,pnmngdp04,10.87.211.38,pnmngdp04,VAS_PSK_LINUX,VAS_PSK_LINUX,10.177.234.8,vsphere client,LINUX,8,48,RHEL 8.8,,18-Dec-23,no,,,,IT,TR_NOTIFICATION CENTER,,Cavit Onan,Saadet Dingec,,,18-Dec-23,yes,,,
PRODUCTION,VIRTUAL,pnmngdp05,10.87.211.39,pnmngdp05,VAS_PSK_LINUX,VAS_PSK_LINUX,10.177.234.8,vsphere client,LINUX,8,48,RHEL 8.8,,18-Dec-23,no,,,,IT,TR_NOTIFICATION CENTER,,Cavit Onan,Saadet Dingec,,,18-Dec-23,yes,,,
PRODUCTION,VIRTUAL,pnmngdp06,10.86.130.116,pnmngdp06,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,LINUX,8,48,RHEL 8.8,,18-Dec-23,no,,,,IT,TR_NOTIFICATION CENTER,,Cavit Onan,Saadet Dingec,,,18-Dec-23,yes,,,
TEST,VIRTUAL,gzmpostgretst1,172.31.61.156,gzmpostgretst1,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,LINUX,4,8,rhel 9.2_x86_64,,18-Dec-23,no,,,,IT,Postgresql,,Ertun Ucyildiz,Onur Onan,,,18-Dec-23,yes,,,
TEST,VIRTUAL,gzmpostgretst2,172.31.61.157,gzmpostgretst2,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,LINUX,4,8,rhel 9.2_x86_64,,18-Dec-23,no,,,,IT,Postgresql,,Ertun Ucyildiz,Onur Onan,,,18-Dec-23,yes,,,
TEST,VIRTUAL,gzmpostgretst3,172.31.61.158,gzmpostgretst3,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,LINUX,4,8,rhel 9.2_x86_64,,18-Dec-23,no,,,,IT,Postgresql,,Ertun Ucyildiz,Onur Onan,,,18-Dec-23,yes,,,
TEST,VIRTUAL,gzmpostgretst4,172.31.61.159,gzmpostgretst4,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,LINUX,4,8,rhel 9.2_x86_64,,18-Dec-23,no,,,,IT,Postgresql,,Ertun Ucyildiz,Onur Onan,,,18-Dec-23,yes,,,
TEST,VIRTUAL,gzmpostgretst5,172.31.61.220,gzmpostgretst5,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,LINUX,4,8,rhel 9.2_x86_64,,18-Dec-23,no,,,,IT,Postgresql,,Ertun Ucyildiz,Onur Onan,,,18-Dec-23,yes,,,
TEST,VIRTUAL,gzmpostgretst6,172.31.61.221,gzmpostgretst6,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,LINUX,4,16,rhel 9.2_x86_64,,18-Dec-23,no,,,,IT,Postgresql,,Ertun Ucyildiz,Onur Onan,,,18-Dec-23,yes,,,
TEST,VIRTUAL,gzmpostgretst7,172.31.61.222,gzmpostgretst7,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,LINUX,4,8,rhel 9.2_x86_64,,18-Dec-23,no,,,,IT,Postgresql,,Ertun Ucyildiz,Onur Onan,,,18-Dec-23,yes,,,
TEST,VIRTUAL,gzmpostgretst9,172.31.61.224,gzmpostgretst9,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,LINUX,8,16,rhel 9.2_x86_64,,19-Dec-23,no,,,,IT,Postgresql,,Ertun Ucyildiz,Onur Onan,,,19-Dec-23,yes,,,
TEST,VIRTUAL,gzmpostgretst8,172.31.61.223,gzmpostgretst8,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,LINUX,4,8,rhel 9.2_x86_64,,19-Dec-23,no,,,,IT,Postgresql,,Ertun Ucyildiz,Onur Onan,,,19-Dec-23,yes,,,
TEST,VIRTUAL,polaristst07,172.31.61.201,polaristst07,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,LINUX,8,16,rhel 8.6_x86_64,,19-Dec-23,no,,,,IT,Polaris,,Ertun Ucyildiz,Onur Onan,,,19-Dec-23,yes,,,
TEST,VIRTUAL,plrpmpgzmt01,172.31.61.207,plrpmpgzmt01,IZM_RMTESTESX_LIN2,IZM_RMTESTESX_LIN2,172.30.34.135,vsphere client,SOLARIS,8,32,11.4s,,22-Dec-23,no,,,,IT,Polaris,,Ertun Ucyildiz,Murat Gokmen,,,22-Dec-23,yes,RELEASEMNGMGMT,,
TEST,VIRTUAL,erenorhan,10.86.36.177,erenorhan,"EsyEsxProd01	",EsyEsxProd01,10.86.14.60,"VSPHERE CLIENT	",LINUX,4,8,RHEL 8.8,,,no,,,,IT,Unix,,Murat Y�ld�r�m,Eren Orhan,,,26-Dec-23,,,,
PRODUCTION,VIRTUAL,vp-unipstgrp01,172.31.230.165,vp-unipstgrp01,Vpara_CLS,Vpara_CLS,172.31.228.50,vsphere client,LINUX,16,32,RHEL 8.8,,26-Dec-23,no,,,,IT,TR_VPARA_ACTIVE_DIRECTORY_LOGON,,Tugay Kokden,Rukiye Ozturk,,,26-Dec-23,yes,,,
PRODUCTION,VIRTUAL,vp-unipstgrp02,172.31.230.166,vp-unipstgrp02,Vpara_CLS,Vpara_CLS,172.31.228.50,vsphere client,LINUX,16,32,RHEL 8.8,,26-Dec-23,no,,,,IT,TR_VPARA_ACTIVE_DIRECTORY_LOGON,,Tugay Kokden,Rukiye Ozturk,,,26-Dec-23,yes,,,
PRODUCTION,VIRTUAL,vp-unipstgrp03,172.31.230.164,vp-unipstgrp03,Vpara_CLS,Vpara_CLS,172.31.228.50,vsphere client,LINUX,16,32,RHEL 8.8,,26-Dec-23,no,,,,IT,TR_VPARA_ACTIVE_DIRECTORY_LOGON,,Tugay Kokden,Rukiye Ozturk,,,26-Dec-23,yes,,,
DR,VIRTUAL,vp-unipstgrd01,172.31.230.172,vp-unipstgrd01,VPARA_GZM,VPARA_GZM,172.31.227.150,vsphere client,LINUX,16,32,RHEL 8.8,,26-Dec-23,no,,,,IT,TR_VPARA_ACTIVE_DIRECTORY_LOGON,,Tugay Kokden,Rukiye Ozturk,,,26-Dec-23,yes,,,
DR,VIRTUAL,vp-unipstgrd02,172.31.230.173,vp-unipstgrd02,VPARA_GZM,VPARA_GZM,172.31.227.150,vsphere client,LINUX,16,32,RHEL 8.8,,26-Dec-23,no,,,,IT,TR_VPARA_ACTIVE_DIRECTORY_LOGON,,Tugay Kokden,Rukiye Ozturk,,,26-Dec-23,yes,,,
DR,VIRTUAL,vp-unipstgrd03,172.31.230.174,vp-unipstgrd03,VPARA_GZM,VPARA_GZM,172.31.227.150,vsphere client,LINUX,16,32,RHEL 8.8,,26-Dec-23,no,,,,IT,TR_VPARA_ACTIVE_DIRECTORY_LOGON,,Tugay Kokden,Rukiye Ozturk,,,26-Dec-23,yes,,,
PRODUCTION,VIRTUAL,esyhwcemap01,10.87.26.10,esyhwcemap01,EsyEsxProd_Linux_02,EsyEsxProd_Linux_02,10.86.14.60,vsphere client,LINUX,8,32,RHEL 8.8,,26-Dec-23,no,,,,IT,Huawei_CEM,,Murat Dursun,Saadet Dingec,,,26-Dec-23,yes,,,
DR,VIRTUAL,mprouddr1,185.11.13.5,mprouddr1,SMSC_IZM,SMSC_IZM,172.30.34.135,vsphere client,LINUX,4,16,RHEL 8.8,,28-Dec-23,no,,,,IT,TR_IBM CONTROL DESK_VFTR_HERSEY YANIMDA,,Yusuf Kabak,Rukiye Ozturk,,,28-Dec-23,yes,,,
DR,VIRTUAL,mprouddr2,185.11.13.6,mprouddr2,SMSC_IZM,SMSC_IZM,172.30.34.135,vsphere client,LINUX,4,16,RHEL 8.8,,28-Dec-23,no,,,,IT,TR_IBM CONTROL DESK_VFTR_HERSEY YANIMDA,,Yusuf Kabak,Rukiye Ozturk,,,28-Dec-23,yes,,,
TEST,VIRTUAL,cxdevib1,10.87.226.4,cxdevib1,POC_TZL,POC_TZL,10.177.232.8,vsphere client,LINUX,6,16,RHEL 8.8,,2-Jan-24,no,,,,IT,GenesysPureEngage ,,Kemal Mayuk,Ozan Pekdemir,,,2-Jan-23,yes,,,
TEST,VIRTUAL,cxdevib2,10.87.226.5,cxdevib2,POC_TZL,POC_TZL,10.177.232.8,vsphere client,LINUX,6,16,RHEL 8.8,,2-Jan-24,no,,,,IT,GenesysPureEngage ,,Kemal Mayuk,Ozan Pekdemir,,,2-Jan-23,yes,,,
TEST,VIRTUAL,cxdevrourep1,10.87.226.6,cxdevrourep1,POC_TZL,POC_TZL,10.177.232.8,vsphere client,LINUX,6,16,RHEL 8.8,,2-Jan-24,no,,,,IT,GenesysPureEngage ,,Kemal Mayuk,Ozan Pekdemir,,,2-Jan-23,yes,,,
TEST,VIRTUAL,cxdevrourep2,10.87.226.7,cxdevrourep2,POC_TZL,POC_TZL,10.177.232.8,vsphere client,LINUX,6,16,RHEL 8.8,,2-Jan-24,no,,,,IT,GenesysPureEngage ,,Kemal Mayuk,Ozan Pekdemir,,,2-Jan-23,yes,,,
